model,seconds
prophet,1.993666410446167
arima,99.8492419719696
svr,101.60062670707703
xgboost,76.42914938926697
catboost,402.39152574539185
gnn,66.00571298599243
transformer,2045.1293284893036
rnn,178.52118563652039
lstm,2809.115715265274
rf_ga,13614.994884967804
rf_randomized,61.501614809036255
rf_grid,2017.9019536972046
mlp_ga,7164.309356451035
mlp_randomized,47.94275212287903
mlp_grid,6364.383017778397
