ds,y,temp,daylight
2017-09-05,289.0,15.5,13.24
2017-09-06,290.0,17.2,13.179166666666667
2017-09-07,295.0,13.7,13.118055555555555
2017-09-08,327.0,14.2,13.056944444444444
2017-09-09,232.0,16.1,12.995555555555555
2017-09-10,227.0,13.6,12.934166666666666
2017-09-11,286.0,13.9,12.872777777777777
2017-09-12,291.0,12.6,12.811111111111112
2017-09-13,303.0,13.7,12.749722222222223
2017-09-14,357.0,11.8,12.688055555555556
2017-09-15,364.0,11.5,12.626111111111111
2017-09-16,280.0,9.9,12.564444444444444
2017-09-17,209.0,10.3,12.5025
2017-09-18,370.0,9.4,12.440833333333334
2017-09-19,309.0,9.1,12.37888888888889
2017-09-20,330.0,10.4,12.316944444444445
2017-09-21,314.0,10.6,12.255
2017-09-22,343.0,12.4,12.192777777777778
2017-09-23,264.0,11.3,12.130833333333333
2017-09-24,245.0,11.1,12.068888888888889
2017-09-25,324.0,12.6,12.006944444444445
2017-09-26,332.0,13.2,11.944722222222222
2017-09-27,360.0,13.7,11.882777777777777
2017-09-28,222.0,13.3,11.820833333333333
2017-09-29,340.0,13.7,11.758888888888889
2017-09-30,243.0,12.1,11.696944444444444
2017-10-01,230.0,10.2,11.635
2017-10-02,367.0,12.7,11.573055555555555
2017-10-03,421.0,12.0,11.511388888888888
2017-10-04,343.0,10.6,11.449444444444444
2017-10-05,382.0,11.9,11.387777777777778
2017-10-06,357.0,9.2,11.32611111111111
2017-10-07,259.0,9.3,11.264722222222222
2017-10-08,251.0,9.6,11.203055555555556
2017-10-09,364.0,7.3,11.141666666666667
2017-10-10,350.0,10.5,11.080277777777777
2017-10-11,339.0,13.1,11.019166666666667
2017-10-12,312.0,12.6,10.958055555555555
2017-10-13,361.0,12.4,10.896944444444445
2017-10-14,286.0,13.2,10.83611111111111
2017-10-15,290.0,14.5,10.775277777777777
2017-10-16,392.0,14.4,10.714722222222223
2017-10-17,306.0,14.5,10.654166666666667
2017-10-18,332.0,9.4,10.59388888888889
2017-10-19,299.0,10.6,10.533888888888889
2017-10-20,358.0,10.2,10.473888888888888
2017-10-21,260.0,11.7,10.414166666666667
2017-10-22,234.0,10.4,10.354444444444445
2017-10-23,293.0,8.2,10.295277777777779
2017-10-24,316.0,9.5,10.23638888888889
2017-10-25,321.0,12.9,10.1775
2017-10-26,327.0,12.1,10.119166666666667
2017-10-27,412.0,9.4,10.060833333333333
2017-10-28,236.0,7.7,10.003055555555555
2017-10-29,270.0,7.1,9.945555555555556
2017-10-30,354.0,4.2,9.888333333333334
2017-10-31,319.0,5.3,9.831666666666667
2017-11-01,334.0,6.3,9.775
2017-11-02,327.0,9.2,9.719166666666666
2017-11-03,319.0,7.0,9.663611111111111
2017-11-04,234.0,3.3,9.608611111111111
2017-11-05,192.0,4.7,9.553888888888888
2017-11-06,337.0,5.7,9.499722222222223
2017-11-07,265.0,6.4,9.446111111111112
2017-11-08,304.0,5.4,9.393055555555556
2017-11-09,295.0,6.7,9.340555555555556
2017-11-10,354.0,6.3,9.28888888888889
2017-11-11,255.0,4.2,9.2375
2017-11-12,245.0,2.4,9.186944444444444
2017-11-13,360.0,2.2,9.136944444444444
2017-11-14,352.0,2.0,9.087777777777777
2017-11-15,340.0,4.1,9.039444444444445
2017-11-16,361.0,3.5,8.991666666666667
2017-11-17,205.0,2.7,8.944722222222222
2017-11-18,213.0,2.3,8.89861111111111
2017-11-19,195.0,3.1,8.85361111111111
2017-11-20,385.0,2.8,8.809166666666666
2017-11-21,338.0,4.9,8.765833333333333
2017-11-22,333.0,7.1,8.723611111111111
2017-11-23,381.0,5.3,8.682222222222222
2017-11-24,358.0,8.2,8.641944444444444
2017-11-25,230.0,6.2,8.602777777777778
2017-11-26,182.0,1.5,8.564444444444444
2017-11-27,305.0,2.3,8.5275
2017-11-28,290.0,3.9,8.491666666666667
2017-11-29,315.0,2.7,8.457222222222223
2017-11-30,381.0,1.1,8.42388888888889
2017-12-01,385.0,-0.6,8.391666666666667
2017-12-02,214.0,-1.2,8.36111111111111
2017-12-03,182.0,-1.4,8.331666666666667
2017-12-04,399.0,0.4,8.303611111111111
2017-12-05,310.0,2.7,8.276944444444444
2017-12-06,294.0,3.1,8.251666666666667
2017-12-07,350.0,2.7,8.227777777777778
2017-12-08,369.0,3.7,8.205555555555556
2017-12-09,273.0,-0.4,8.184722222222222
2017-12-10,300.0,-1.0,8.165555555555555
2017-12-11,315.0,4.1,8.148055555555555
2017-12-12,310.0,3.2,8.131944444444445
2017-12-13,329.0,0.8,8.117222222222223
2017-12-14,371.0,3.1,8.104444444444445
2017-12-15,415.0,2.2,8.093055555555555
2017-12-16,281.0,1.4,8.08361111111111
2017-12-17,303.0,-0.1,8.075555555555555
2017-12-18,377.0,-2.7,8.069166666666666
2017-12-19,333.0,-2.4,8.064722222222223
2017-12-20,333.0,0.4,8.061666666666667
2017-12-21,391.0,2.7,8.060555555555556
2017-12-22,328.0,3.9,8.060833333333333
2017-12-23,200.0,4.9,8.063055555555556
2017-12-24,127.0,6.4,8.066944444444445
2017-12-25,135.0,2.2,8.0725
2017-12-26,181.0,-0.6,8.079722222222221
2017-12-27,235.0,-0.3,8.088611111111112
2017-12-28,211.0,0.6,8.099166666666667
2017-12-29,206.0,-1.3,8.11138888888889
2017-12-30,189.0,0.7,8.125277777777777
2017-12-31,116.0,8.6,8.140555555555556
2018-01-01,518.0,5.6,8.157777777777778
2018-01-02,222.0,3.7,8.176388888888889
2018-01-03,321.0,3.5,8.196388888888889
2018-01-04,267.0,4.8,8.218333333333334
2018-01-05,278.0,7.0,8.241388888888888
2018-01-06,173.0,6.7,8.266111111111112
2018-01-07,128.0,3.6,8.2925
2018-01-08,266.0,2.6,8.32
2018-01-09,241.0,6.2,8.349166666666667
2018-01-10,277.0,4.6,8.379444444444445
2018-01-11,256.0,2.9,8.411111111111111
2018-01-12,299.0,3.1,8.444166666666666
2018-01-13,168.0,-0.4,8.47861111111111
2018-01-14,153.0,-1.2,8.514166666666666
2018-01-15,236.0,-1.4,8.550833333333333
2018-01-16,548.0,1.2,8.588888888888889
2018-01-17,370.0,0.4,8.628055555555555
2018-01-18,324.0,2.3,8.668333333333333
2018-01-19,302.0,1.2,8.709444444444445
2018-01-20,192.0,0.3,8.751944444444444
2018-01-21,251.0,-1.6,8.795277777777779
2018-01-22,289.0,-2.2,8.839444444444444
2018-01-23,226.0,2.1,8.884722222222223
2018-01-24,315.0,5.8,8.930833333333334
2018-01-25,285.0,5.3,8.977777777777778
2018-01-26,278.0,1.6,9.025833333333333
2018-01-27,232.0,2.2,9.074444444444444
2018-01-28,154.0,5.3,9.123888888888889
2018-01-29,282.0,7.2,9.174166666666666
2018-01-30,256.0,3.9,9.225
2018-01-31,259.0,4.5,9.276666666666667
2018-02-01,272.0,4.1,9.328888888888889
2018-02-02,279.0,1.8,9.381666666666666
2018-02-03,184.0,0.9,9.435277777777777
2018-02-04,157.0,-1.1,9.489444444444445
2018-02-05,253.0,-2.3,9.543888888888889
2018-02-06,219.0,-4.1,9.599166666666667
2018-02-07,368.0,-1.4,9.654722222222222
2018-02-08,280.0,-2.3,9.710833333333333
2018-02-09,275.0,-2.4,9.7675
2018-02-10,161.0,-0.9,9.824722222222222
2018-02-11,157.0,1.4,9.881944444444445
2018-02-12,304.0,0.7,9.94
2018-02-13,256.0,-1.6,9.998055555555556
2018-02-14,333.0,-2.6,10.056666666666667
2018-02-15,276.0,-1.6,10.115555555555556
2018-02-16,446.0,1.3,10.174722222222222
2018-02-17,238.0,-1.3,10.234166666666667
2018-02-18,143.0,-0.6,10.294166666666667
2018-02-19,277.0,-1.2,10.354166666666666
2018-02-20,223.0,-2.1,10.414444444444445
2018-02-21,262.0,-2.5,10.475
2018-02-22,245.0,-3.9,10.535555555555556
2018-02-23,261.0,-4.9,10.596666666666666
2018-02-24,191.0,-6.8,10.657777777777778
2018-02-25,146.0,-9.3,10.719166666666666
2018-02-26,260.0,-10.7,10.780555555555555
2018-02-27,237.0,-11.7,10.842222222222222
2018-02-28,250.0,-10.8,10.903888888888888
2018-03-01,293.0,-9.4,10.965833333333334
2018-03-02,249.0,-6.7,11.027777777777779
2018-03-03,175.0,-5.1,11.09
2018-03-04,163.0,-4.3,11.152222222222223
2018-03-05,254.0,-1.9,11.214722222222223
2018-03-06,429.0,-0.6,11.276944444444444
2018-03-07,297.0,2.4,11.339444444444444
2018-03-08,246.0,4.4,11.402222222222223
2018-03-09,286.0,4.2,11.464722222222223
2018-03-10,211.0,7.6,11.5275
2018-03-11,177.0,10.4,11.590277777777779
2018-03-12,301.0,6.6,11.653333333333334
2018-03-13,237.0,7.9,11.716111111111111
2018-03-14,255.0,3.9,11.778888888888888
2018-03-15,262.0,4.8,11.841944444444444
2018-03-16,333.0,2.6,11.905
2018-03-17,285.0,-4.4,11.967777777777778
2018-03-18,184.0,-5.9,12.030833333333334
2018-03-19,259.0,-5.9,12.09388888888889
2018-03-20,256.0,-2.2,12.156666666666666
2018-03-21,320.0,-1.3,12.219722222222222
2018-03-22,242.0,0.0,12.282777777777778
2018-03-23,307.0,2.1,12.345555555555556
2018-03-24,208.0,2.8,12.408333333333333
2018-03-25,173.0,1.1,12.471388888888889
2018-03-26,264.0,2.2,12.534166666666666
2018-03-27,294.0,3.9,12.596944444444444
2018-03-28,335.0,4.9,12.659444444444444
2018-03-29,345.0,5.9,12.722222222222221
2018-03-30,210.0,6.0,12.784722222222221
2018-03-31,158.0,6.1,12.847222222222221
2018-04-01,134.0,5.1,12.909444444444444
2018-04-02,172.0,5.6,12.971944444444444
2018-04-03,278.0,11.9,13.034166666666666
2018-04-04,284.0,13.2,13.096111111111112
2018-04-05,280.0,10.4,13.158333333333333
2018-04-06,300.0,6.0,13.220277777777778
2018-04-07,244.0,9.6,13.281944444444445
2018-04-08,201.0,7.9,13.34361111111111
2018-04-09,335.0,10.8,13.405277777777778
2018-04-10,271.0,14.3,13.466666666666667
2018-04-11,325.0,13.8,13.527777777777779
2018-04-12,295.0,16.2,13.588888888888889
2018-04-13,353.0,14.2,13.65
2018-04-14,229.0,13.5,13.710555555555555
2018-04-15,216.0,13.9,13.77111111111111
2018-04-16,327.0,13.1,13.831666666666667
2018-04-17,329.0,12.9,13.891666666666667
2018-04-18,302.0,13.8,13.951666666666666
2018-04-19,334.0,15.4,14.011111111111111
2018-04-20,368.0,18.1,14.070555555555556
2018-04-21,244.0,18.1,14.129722222222222
2018-04-22,245.0,17.6,14.188611111111111
2018-04-23,339.0,16.9,14.247222222222222
2018-04-24,314.0,14.8,14.305277777777778
2018-04-25,327.0,15.4,14.363333333333333
2018-04-26,313.0,11.4,14.420833333333333
2018-04-27,393.0,10.6,14.478055555555555
2018-04-28,269.0,15.7,14.534722222222221
2018-04-29,213.0,17.6,14.591111111111111
2018-04-30,347.0,17.3,14.647222222222222
2018-05-01,216.0,13.4,14.702777777777778
2018-05-02,317.0,14.2,14.757777777777777
2018-05-03,302.0,14.4,14.8125
2018-05-04,321.0,13.4,14.866666666666667
2018-05-05,264.0,13.5,14.920277777777779
2018-05-06,209.0,13.7,14.973333333333333
2018-05-07,335.0,15.5,15.025833333333333
2018-05-08,211.0,16.6,15.078055555555556
2018-05-09,331.0,17.4,15.129444444444445
2018-05-10,343.0,18.9,15.18
2018-05-11,325.0,15.4,15.230277777777777
2018-05-12,278.0,17.3,15.279444444444444
2018-05-13,235.0,18.6,15.328333333333333
2018-05-14,342.0,17.5,15.376388888888888
2018-05-15,291.0,13.6,15.42361111111111
2018-05-16,360.0,11.6,15.47
2018-05-17,351.0,12.9,15.515555555555556
2018-05-18,332.0,13.4,15.560277777777777
2018-05-19,250.0,13.2,15.604166666666666
2018-05-20,244.0,15.3,15.647222222222222
2018-05-21,350.0,15.8,15.689444444444444
2018-05-22,315.0,16.7,15.730555555555556
2018-05-23,342.0,18.4,15.770555555555555
2018-05-24,346.0,17.7,15.809722222222222
2018-05-25,334.0,18.1,15.847777777777777
2018-05-26,264.0,19.2,15.884722222222223
2018-05-27,219.0,20.9,15.920555555555556
2018-05-28,338.0,22.9,15.955277777777777
2018-05-29,355.0,23.1,15.988611111111112
2018-05-30,331.0,20.6,16.02111111111111
2018-05-31,393.0,21.9,16.052222222222223
2018-06-01,357.0,19.3,16.08222222222222
2018-06-02,218.0,19.6,16.110833333333332
2018-06-03,205.0,19.9,16.138055555555557
2018-06-04,331.0,19.8,16.164166666666667
2018-06-05,292.0,19.5,16.18888888888889
2018-06-06,298.0,19.7,16.211944444444445
2018-06-07,298.0,20.4,16.233888888888888
2018-06-08,336.0,22.1,16.254444444444445
2018-06-09,277.0,20.8,16.273611111111112
2018-06-10,234.0,20.8,16.29111111111111
2018-06-11,331.0,20.4,16.307222222222222
2018-06-12,323.0,17.6,16.321944444444444
2018-06-13,310.0,13.9,16.335
2018-06-14,267.0,13.9,16.346666666666668
2018-06-15,363.0,16.7,16.356666666666666
2018-06-16,268.0,18.9,16.365277777777777
2018-06-17,221.0,19.6,16.372222222222224
2018-06-18,336.0,18.2,16.3775
2018-06-19,293.0,18.9,16.38138888888889
2018-06-20,314.0,22.1,16.38388888888889
2018-06-21,361.0,21.7,16.384444444444444
2018-06-22,350.0,11.2,16.38361111111111
2018-06-23,232.0,11.8,16.38111111111111
2018-06-24,212.0,12.8,16.377222222222223
2018-06-25,300.0,14.3,16.371666666666666
2018-06-26,283.0,16.2,16.364444444444445
2018-06-27,301.0,15.9,16.355833333333333
2018-06-28,351.0,15.9,16.345833333333335
2018-06-29,362.0,21.0,16.33388888888889
2018-06-30,252.0,16.5,16.320833333333333
2018-07-01,225.0,13.9,16.30611111111111
2018-07-02,279.0,15.8,16.29
2018-07-03,300.0,18.0,16.272222222222222
2018-07-04,329.0,21.1,16.253333333333334
2018-07-05,234.0,22.8,16.232777777777777
2018-07-06,204.0,18.4,16.210833333333333
2018-07-07,190.0,18.2,16.1875
2018-07-08,239.0,19.4,16.162777777777777
2018-07-09,317.0,20.4,16.136944444444445
2018-07-10,244.0,16.8,16.10972222222222
2018-07-11,263.0,14.8,16.08111111111111
2018-07-12,282.0,15.3,16.051388888888887
2018-07-13,294.0,20.3,16.02027777777778
2018-07-14,256.0,20.7,15.988055555555556
2018-07-15,237.0,21.3,15.954722222222221
2018-07-16,361.0,20.4,15.92
2018-07-17,306.0,22.2,15.884444444444444
2018-07-18,323.0,21.8,15.847777777777777
2018-07-19,315.0,21.6,15.81
2018-07-20,343.0,21.1,15.77111111111111
2018-07-21,251.0,22.0,15.731388888888889
2018-07-22,222.0,21.7,15.690555555555555
2018-07-23,333.0,23.0,15.648888888888889
2018-07-24,300.0,23.7,15.606388888888889
2018-07-25,341.0,24.6,15.562777777777777
2018-07-26,295.0,24.2,15.518333333333333
2018-07-27,345.0,24.5,15.473333333333333
2018-07-28,309.0,24.9,15.4275
2018-07-29,247.0,24.8,15.380555555555556
2018-07-30,333.0,28.5,15.333333333333334
2018-07-31,327.0,27.7,15.285
2018-08-01,340.0,28.2,15.23638888888889
2018-08-02,340.0,27.0,15.186666666666667
2018-08-03,360.0,25.6,15.136666666666667
2018-08-04,264.0,26.2,15.085833333333333
2018-08-05,253.0,21.8,15.034444444444444
2018-08-06,334.0,21.7,14.9825
2018-08-07,325.0,24.8,14.930277777777778
2018-08-08,334.0,25.1,14.877222222222223
2018-08-09,327.0,26.3,14.823611111111111
2018-08-10,349.0,19.8,14.769722222222223
2018-08-11,218.0,18.1,14.715277777777779
2018-08-12,237.0,20.4,14.660555555555556
2018-08-13,318.0,23.3,14.605277777777777
2018-08-14,267.0,20.3,14.549722222222222
2018-08-15,289.0,20.2,14.493611111111111
2018-08-16,272.0,21.5,14.437222222222223
2018-08-17,299.0,23.4,14.380277777777778
2018-08-18,282.0,22.5,14.323333333333334
2018-08-19,243.0,24.7,14.265833333333333
2018-08-20,296.0,24.8,14.208333333333334
2018-08-21,296.0,21.7,14.150277777777777
2018-08-22,309.0,23.2,14.091944444444444
2018-08-23,325.0,24.8,14.033611111111112
2018-08-24,353.0,19.8,13.974722222222223
2018-08-25,210.0,15.3,13.915833333333333
2018-08-26,208.0,14.3,13.856666666666667
2018-08-27,305.0,17.1,13.797222222222222
2018-08-28,265.0,17.5,13.737777777777778
2018-08-29,309.0,19.3,13.678055555555556
2018-08-30,333.0,15.1,13.618055555555555
2018-08-31,310.0,15.3,13.557777777777778
2018-09-01,352.0,13.0,13.4975
2018-09-02,268.0,15.4,13.437222222222223
2018-09-03,374.0,17.5,13.376666666666667
2018-09-04,303.0,19.8,13.315833333333334
2018-09-05,296.0,19.0,13.255
2018-09-06,284.0,18.5,13.194166666666666
2018-09-07,376.0,16.8,13.133055555555556
2018-09-08,242.0,16.4,13.071666666666667
2018-09-09,214.0,16.4,13.010555555555555
2018-09-10,343.0,18.8,12.949166666666667
2018-09-11,270.0,21.0,12.8875
2018-09-12,378.0,21.6,12.82611111111111
2018-09-13,313.0,17.3,12.764444444444445
2018-09-14,382.0,15.4,12.702777777777778
2018-09-15,252.0,15.4,12.641111111111112
2018-09-16,251.0,15.5,12.579444444444444
2018-09-17,320.0,17.5,12.5175
2018-09-18,341.0,20.6,12.455555555555556
2018-09-19,318.0,21.1,12.393888888888888
2018-09-20,332.0,21.5,12.331944444444444
2018-09-21,380.0,21.0,12.27
2018-09-22,257.0,13.1,12.208055555555555
2018-09-23,271.0,13.1,12.14611111111111
2018-09-24,366.0,8.8,12.08388888888889
2018-09-25,301.0,7.4,12.021944444444445
2018-09-26,355.0,8.7,11.96
2018-09-27,381.0,14.4,11.898055555555555
2018-09-28,234.0,13.6,11.83611111111111
2018-09-29,269.0,8.6,11.774166666666666
2018-09-30,214.0,9.3,11.712222222222222
2018-10-01,319.0,7.1,11.650277777777777
2018-10-02,290.0,7.9,11.588333333333333
2018-10-03,360.0,11.2,11.526666666666667
2018-10-04,334.0,10.3,11.464722222222223
2018-10-05,385.0,10.8,11.403055555555556
2018-10-06,259.0,11.8,11.341388888888888
2018-10-07,228.0,12.7,11.279722222222222
2018-10-08,326.0,10.6,11.218055555555555
2018-10-09,323.0,9.4,11.156666666666666
2018-10-10,384.0,12.5,11.095277777777778
2018-10-11,344.0,15.3,11.033888888888889
2018-10-12,384.0,15.3,10.972777777777777
2018-10-13,292.0,14.1,10.911666666666667
2018-10-14,240.0,15.6,10.850833333333334
2018-10-15,324.0,14.9,10.79
2018-10-16,371.0,12.7,10.729444444444445
2018-10-17,301.0,11.7,10.668888888888889
2018-10-18,314.0,11.0,10.608611111111111
2018-10-19,332.0,10.4,10.548333333333334
2018-10-20,246.0,10.1,10.488333333333333
2018-10-21,211.0,8.1,10.428611111111111
2018-10-22,361.0,7.5,10.369166666666667
2018-10-23,313.0,7.5,10.309722222222222
2018-10-24,415.0,9.2,10.250833333333333
2018-10-25,354.0,11.1,10.191944444444445
2018-10-26,354.0,10.1,10.133611111111112
2018-10-27,279.0,7.5,10.075277777777778
2018-10-28,290.0,3.3,10.017222222222221
2018-10-29,394.0,5.0,9.959722222222222
2018-10-30,387.0,13.8,9.9025
2018-10-31,352.0,7.8,9.845555555555556
2018-11-01,326.0,7.7,9.789166666666667
2018-11-02,353.0,8.6,9.733055555555556
2018-11-03,272.0,8.7,9.677222222222222
2018-11-04,216.0,10.3,9.622222222222222
2018-11-05,311.0,9.9,9.567222222222222
2018-11-06,320.0,9.4,9.513055555555555
2018-11-07,276.0,8.6,9.459166666666667
2018-11-08,271.0,9.1,9.40611111111111
2018-11-09,361.0,8.5,9.353333333333333
2018-11-10,226.0,8.6,9.301388888888889
2018-11-11,229.0,8.5,9.25
2018-11-12,315.0,9.2,9.199166666666667
2018-11-13,285.0,8.2,9.148888888888889
2018-11-14,375.0,6.3,9.099722222222223
2018-11-15,347.0,2.4,9.050833333333333
2018-11-16,373.0,-0.6,9.003055555555555
2018-11-17,243.0,0.5,8.956111111111111
2018-11-18,177.0,-0.6,8.909722222222221
2018-11-19,369.0,-0.3,8.864444444444445
2018-11-20,333.0,0.1,8.82
2018-11-21,313.0,1.1,8.776388888888889
2018-11-22,257.0,1.6,8.733888888888888
2018-11-23,326.0,3.1,8.692222222222222
2018-11-24,247.0,4.8,8.651666666666667
2018-11-25,221.0,2.9,8.612222222222222
2018-11-26,335.0,2.2,8.573888888888888
2018-11-27,272.0,-1.8,8.536666666666667
2018-11-28,327.0,-3.7,8.500555555555556
2018-11-29,329.0,-4.4,8.465555555555556
2018-11-30,383.0,-2.7,8.431944444444444
2018-12-01,334.0,-0.2,8.399722222222222
2018-12-02,231.0,2.0,8.368611111111111
2018-12-03,317.0,9.3,8.338611111111112
2018-12-04,309.0,6.2,8.310277777777777
2018-12-05,384.0,0.8,8.283333333333333
2018-12-06,284.0,1.0,8.257777777777777
2018-12-07,327.0,9.5,8.233611111111111
2018-12-08,229.0,6.3,8.210833333333333
2018-12-09,193.0,6.6,8.189722222222223
2018-12-10,315.0,2.8,8.17
2018-12-11,349.0,1.8,8.151944444444444
2018-12-12,392.0,0.4,8.135555555555555
2018-12-13,319.0,-2.7,8.120555555555555
2018-12-14,357.0,-2.8,8.107222222222223
2018-12-15,266.0,-2.3,8.095555555555556
2018-12-16,219.0,-2.6,8.085555555555555
2018-12-17,330.0,0.6,8.077222222222222
2018-12-18,326.0,1.2,8.070555555555556
2018-12-19,356.0,-0.9,8.065555555555555
2018-12-20,406.0,0.6,8.062222222222223
2018-12-21,339.0,5.4,8.060555555555556
2018-12-22,236.0,8.3,8.060555555555556
2018-12-23,236.0,5.8,8.062222222222223
2018-12-24,130.0,2.0,8.065833333333334
2018-12-25,132.0,1.8,8.070833333333333
2018-12-26,145.0,2.2,8.077777777777778
2018-12-27,174.0,3.8,8.08611111111111
2018-12-28,185.0,3.6,8.096388888888889
2018-12-29,150.0,2.6,8.108055555555556
2018-12-30,125.0,3.9,8.121666666666666
2018-12-31,136.0,3.5,8.136666666666667
2019-01-01,451.0,5.1,8.153333333333334
2019-01-02,340.0,0.3,8.171666666666667
2019-01-03,372.0,-2.7,8.19138888888889
2019-01-04,303.0,-2.8,8.212777777777777
2019-01-05,171.0,3.3,8.235555555555555
2019-01-06,146.0,0.1,8.26
2019-01-07,259.0,0.9,8.285833333333333
2019-01-08,332.0,2.6,8.313055555555556
2019-01-09,342.0,0.5,8.341944444444444
2019-01-10,303.0,-0.9,8.371944444444445
2019-01-11,391.0,-3.6,8.403333333333334
2019-01-12,189.0,1.6,8.436111111111112
2019-01-13,188.0,3.3,8.47
2019-01-14,391.0,1.3,8.505277777777778
2019-01-15,283.0,1.4,8.541944444444445
2019-01-16,236.0,3.1,8.579444444444444
2019-01-17,273.0,4.7,8.618333333333334
2019-01-18,374.0,-0.9,8.658333333333333
2019-01-19,192.0,-5.4,8.699166666666667
2019-01-20,176.0,-4.2,8.741388888888888
2019-01-21,252.0,-5.1,8.784444444444444
2019-01-22,226.0,-5.3,8.828611111111112
2019-01-23,273.0,-6.9,8.873611111111112
2019-01-24,272.0,-5.4,8.919444444444444
2019-01-25,280.0,-4.3,8.966388888888888
2019-01-26,352.0,-0.2,9.01388888888889
2019-01-27,168.0,3.1,9.0625
2019-01-28,338.0,2.2,9.111666666666666
2019-01-29,237.0,0.3,9.161666666666667
2019-01-30,281.0,-2.6,9.2125
2019-01-31,254.0,-0.8,9.26388888888889
2019-02-01,276.0,-0.2,9.31611111111111
2019-02-02,194.0,1.8,9.36888888888889
2019-02-03,280.0,-0.5,9.422222222222222
2019-02-04,336.0,-1.9,9.47638888888889
2019-02-05,280.0,-4.8,9.530833333333334
2019-02-06,267.0,-2.4,9.585833333333333
2019-02-07,294.0,-3.2,9.641388888888889
2019-02-08,315.0,2.1,9.6975
2019-02-09,222.0,4.0,9.75388888888889
2019-02-10,154.0,5.2,9.810833333333333
2019-02-11,251.0,3.4,9.868333333333334
2019-02-12,247.0,1.2,9.926111111111112
2019-02-13,259.0,3.3,9.984166666666667
2019-02-14,291.0,4.4,10.0425
2019-02-15,343.0,5.4,10.10138888888889
2019-02-16,227.0,3.7,10.160555555555556
2019-02-17,199.0,3.8,10.22
2019-02-18,325.0,3.6,10.279722222222222
2019-02-19,301.0,4.2,10.339722222222223
2019-02-20,252.0,4.2,10.399722222222222
2019-02-21,231.0,5.4,10.460277777777778
2019-02-22,271.0,4.3,10.520833333333334
2019-02-23,196.0,-3.1,10.581944444444444
2019-02-24,158.0,-0.2,10.643055555555556
2019-02-25,266.0,6.2,10.704166666666667
2019-02-26,252.0,7.0,10.765555555555556
2019-02-27,285.0,7.1,10.827222222222222
2019-02-28,286.0,9.7,10.889166666666666
2019-03-01,286.0,7.5,10.950833333333334
2019-03-02,177.0,3.3,11.013055555555555
2019-03-03,137.0,8.6,11.075
2019-03-04,274.0,9.8,11.1375
2019-03-05,257.0,4.9,11.199722222222222
2019-03-06,306.0,5.9,11.262222222222222
2019-03-07,259.0,8.3,11.324722222222222
2019-03-08,318.0,6.9,11.3875
2019-03-09,190.0,6.8,11.45
2019-03-10,247.0,6.9,11.512777777777778
2019-03-11,320.0,2.4,11.575555555555555
2019-03-12,248.0,2.9,11.638333333333334
2019-03-13,258.0,5.7,11.70138888888889
2019-03-14,282.0,4.6,11.764166666666666
2019-03-15,319.0,6.7,11.827222222222222
2019-03-16,241.0,6.6,11.89
2019-03-17,242.0,9.9,11.953055555555556
2019-03-18,269.0,4.2,12.015833333333333
2019-03-19,264.0,3.1,12.078888888888889
2019-03-20,275.0,5.0,12.141944444444444
2019-03-21,354.0,7.3,12.204722222222221
2019-03-22,332.0,9.6,12.267777777777777
2019-03-23,251.0,11.9,12.330555555555556
2019-03-24,146.0,7.7,12.393333333333333
2019-03-25,284.0,5.3,12.456111111111111
2019-03-26,248.0,4.6,12.519166666666667
2019-03-27,302.0,5.0,12.581666666666667
2019-03-28,275.0,7.1,12.644444444444444
2019-03-29,293.0,7.9,12.707222222222223
2019-03-30,227.0,9.3,12.769722222222223
2019-03-31,197.0,9.6,12.832222222222223
2019-04-01,357.0,6.5,12.894722222222223
2019-04-02,316.0,7.9,12.957222222222223
2019-04-03,291.0,11.4,13.019444444444444
2019-04-04,334.0,12.8,13.081666666666667
2019-04-05,322.0,11.7,13.143611111111111
2019-04-06,224.0,11.1,13.205833333333333
2019-04-07,196.0,10.0,13.2675
2019-04-08,303.0,11.4,13.329444444444444
2019-04-09,358.0,10.1,13.390833333333333
2019-04-10,312.0,5.2,13.4525
2019-04-11,282.0,3.4,13.51361111111111
2019-04-12,318.0,2.0,13.574722222222222
2019-04-13,207.0,3.4,13.635833333333334
2019-04-14,208.0,3.2,13.696666666666667
2019-04-15,395.0,7.6,13.757222222222222
2019-04-16,360.0,7.9,13.8175
2019-04-17,372.0,9.1,13.8775
2019-04-18,403.0,11.6,13.9375
2019-04-19,265.0,13.4,13.997222222222222
2019-04-20,269.0,14.1,14.056666666666667
2019-04-21,241.0,13.6,14.115833333333333
2019-04-22,247.0,12.0,14.174722222222222
2019-04-23,362.0,11.4,14.233333333333333
2019-04-24,336.0,14.6,14.291666666666666
2019-04-25,368.0,17.4,14.349444444444444
2019-04-26,395.0,16.6,14.407222222222222
2019-04-27,232.0,9.6,14.464444444444444
2019-04-28,216.0,8.4,14.52138888888889
2019-04-29,388.0,7.4,14.577777777777778
2019-04-30,393.0,10.2,14.633888888888889
2019-05-01,209.0,10.2,14.689722222222223
2019-05-02,342.0,12.9,14.745
2019-05-03,316.0,7.9,14.799722222222222
2019-05-04,260.0,5.3,14.854166666666666
2019-05-05,176.0,4.6,14.907777777777778
2019-05-06,311.0,5.3,14.96111111111111
2019-05-07,316.0,6.1,15.01388888888889
2019-05-08,181.0,11.1,15.065833333333334
2019-05-09,316.0,12.6,15.1175
2019-05-10,339.0,9.3,15.168333333333333
