ds,y,temp
2022-04-08,329.0,6.2
2022-04-09,230.0,3.4
2022-04-10,209.0,2.8
2022-04-11,329.0,5.2
2022-04-12,332.0,8.4
2022-04-13,331.0,11.8
2022-04-14,362.0,13.0
2022-04-15,204.0,10.0
2022-04-16,199.0,5.6
2022-04-17,194.0,6.3
2022-04-18,183.0,8.0
2022-04-19,289.0,6.0
2022-04-20,287.0,3.9
2022-04-21,262.0,6.9
2022-04-22,299.0,7.8
2022-04-23,248.0,9.9
2022-04-24,216.0,8.0
2022-04-25,315.0,7.7
2022-04-26,280.0,8.6
2022-04-27,296.0,10.3
2022-04-28,303.0,11.4
2022-04-29,332.0,11.2
2022-04-30,255.0,11.3
2022-05-01,232.0,12.2
2022-05-02,308.0,13.2
2022-05-03,302.0,14.3
2022-05-04,318.0,14.1
2022-05-05,308.0,13.4
2022-05-06,330.0,13.2
2022-05-07,276.0,14.1
2022-05-08,238.0,13.8
2022-05-09,348.0,15.4
2022-05-10,353.0,16.4
2022-05-11,345.0,20.1
2022-05-12,337.0,19.5
2022-05-13,351.0,16.7
2022-05-14,278.0,14.9
2022-05-15,260.0,15.7
2022-05-16,371.0,17.3
2022-05-17,304.0,16.1
2022-05-18,350.0,16.7
2022-05-19,315.0,18.1
2022-05-20,349.0,21.2
2022-05-21,263.0,16.6
2022-05-22,247.0,14.9
2022-05-23,303.0,16.1
2022-05-24,294.0,16.7
2022-05-25,340.0,14.3
2022-05-26,307.0,15.0
2022-05-27,297.0,13.4
2022-05-28,219.0,10.9
2022-05-29,213.0,9.2
2022-05-30,306.0,10.8
2022-05-31,297.0,13.5
2022-06-01,312.0,15.9
2022-06-02,322.0,15.4
2022-06-03,334.0,18.1
2022-06-04,275.0,18.8
2022-06-05,233.0,19.7
2022-06-06,333.0,19.4
2022-06-07,312.0,16.3
2022-06-08,299.0,18.2
2022-06-09,311.0,16.1
2022-06-10,324.0,18.0
2022-06-11,233.0,19.1
2022-06-12,225.0,21.1
2022-06-13,341.0,16.3
2022-06-14,303.0,14.8
2022-06-15,338.0,18.7
2022-06-16,305.0,19.3
2022-06-17,344.0,18.5
2022-06-18,237.0,23.2
2022-06-19,252.0,26.9
2022-06-20,305.0,19.5
2022-06-21,314.0,15.1
2022-06-22,314.0,19.4
2022-06-23,332.0,22.5
2022-06-24,348.0,19.6
2022-06-25,234.0,18.6
2022-06-26,228.0,22.0
2022-06-27,329.0,24.6
2022-06-28,284.0,20.0
2022-06-29,324.0,18.9
2022-06-30,317.0,21.5
2022-07-01,329.0,19.1
2022-07-02,215.0,17.1
2022-07-03,186.0,20.7
2022-07-04,288.0,20.8
2022-07-05,164.0,20.3
2022-07-06,177.0,18.0
2022-07-07,252.0,14.4
2022-07-08,242.0,15.2
2022-07-09,212.0,15.4
2022-07-10,183.0,14.1
2022-07-11,260.0,15.8
2022-07-12,285.0,16.8
2022-07-13,267.0,21.2
2022-07-14,302.0,21.5
2022-07-15,332.0,15.8
2022-07-16,238.0,16.8
2022-07-17,214.0,17.0
2022-07-18,322.0,19.3
2022-07-19,282.0,23.6
2022-07-20,286.0,25.7
2022-07-21,298.0,23.2
2022-07-22,313.0,24.0
2022-07-23,257.0,20.8
2022-07-24,233.0,20.4
2022-07-25,307.0,24.9
2022-07-26,259.0,22.9
2022-07-27,297.0,17.2
2022-07-28,303.0,17.8
2022-07-29,318.0,19.9
2022-07-30,281.0,17.4
2022-07-31,199.0,19.9
2022-08-01,307.0,21.2
2022-08-02,274.0,21.4
2022-08-03,289.0,24.1
2022-08-04,316.0,25.7
2022-08-05,357.0,26.4
2022-08-06,255.0,17.2
2022-08-07,227.0,17.2
2022-08-08,325.0,18.0
2022-08-09,290.0,19.4
2022-08-10,305.0,19.9
2022-08-11,311.0,19.3
2022-08-12,316.0,19.0
2022-08-13,220.0,19.4
2022-08-14,224.0,21.4
2022-08-15,319.0,21.3
2022-08-16,292.0,22.8
2022-08-17,275.0,24.4
2022-08-18,261.0,24.9
2022-08-19,277.0,21.9
2022-08-20,326.0,17.1
2022-08-21,209.0,18.2
2022-08-22,319.0,15.3
2022-08-23,285.0,16.0
2022-08-24,254.0,19.6
2022-08-25,294.0,20.8
2022-08-26,333.0,21.0
2022-08-27,233.0,19.3
2022-08-28,199.0,18.0
2022-08-29,255.0,17.1
2022-08-30,247.0,17.0
2022-08-31,242.0,16.4
2022-09-01,275.0,15.6
2022-09-02,297.0,15.0
2022-09-03,228.0,14.7
2022-09-04,241.0,18.4
2022-09-05,313.0,17.7
2022-09-06,304.0,18.1
2022-09-07,305.0,18.6
2022-09-08,302.0,16.6
2022-09-09,327.0,16.3
2022-09-10,236.0,14.6
2022-09-11,200.0,14.9
2022-09-12,302.0,14.8
2022-09-13,275.0,15.4
2022-09-14,339.0,16.6
2022-09-15,320.0,14.6
2022-09-16,323.0,12.2
2022-09-17,259.0,9.4
2022-09-18,231.0,9.3
2022-09-19,288.0,8.8
2022-09-20,316.0,9.2
2022-09-21,291.0,9.4
2022-09-22,315.0,10.1
2022-09-23,313.0,9.1
2022-09-24,233.0,11.1
2022-09-25,205.0,12.5
2022-09-26,307.0,11.6
2022-09-27,327.0,10.2
2022-09-28,195.0,8.1
2022-09-29,293.0,7.8
2022-09-30,316.0,10.2
2022-10-01,226.0,9.9
2022-10-02,191.0,11.0
2022-10-03,323.0,10.9
2022-10-04,283.0,12.2
2022-10-05,319.0,11.8
2022-10-06,302.0,13.1
2022-10-07,365.0,10.0
2022-10-08,231.0,12.3
2022-10-09,269.0,8.8
2022-10-10,306.0,10.0
2022-10-11,316.0,10.4
2022-10-12,300.0,9.8
2022-10-13,278.0,10.7
2022-10-14,317.0,12.4
2022-10-15,264.0,13.5
2022-10-16,240.0,16.4
2022-10-17,356.0,14.3
2022-10-18,327.0,11.6
2022-10-19,275.0,9.8
2022-10-20,295.0,6.6
2022-10-21,305.0,7.8
2022-10-22,248.0,10.7
2022-10-23,179.0,11.3
2022-10-24,299.0,13.3
2022-10-25,316.0,12.7
2022-10-26,296.0,10.2
2022-10-27,387.0,13.3
2022-10-28,197.0,11.9
2022-10-29,224.0,12.2
2022-10-30,212.0,11.3
2022-10-31,352.0,9.9
2022-11-01,267.0,9.7
2022-11-02,283.0,9.7
2022-11-03,260.0,6.2
2022-11-04,364.0,7.3
2022-11-05,203.0,7.2
2022-11-06,179.0,5.1
2022-11-07,270.0,8.3
2022-11-08,292.0,9.2
2022-11-09,260.0,6.8
2022-11-10,284.0,9.3
2022-11-11,334.0,7.6
2022-11-12,227.0,4.7
2022-11-13,191.0,3.2
2022-11-14,329.0,5.2
2022-11-15,292.0,2.5
2022-11-16,330.0,4.6
2022-11-17,191.0,4.0
2022-11-18,276.0,1.3
2022-11-19,212.0,-3.6
2022-11-20,161.0,-2.3
2022-11-21,321.0,2.3
2022-11-22,287.0,0.9
2022-11-23,282.0,3.1
2022-11-24,294.0,4.6
2022-11-25,334.0,3.9
2022-11-26,217.0,5.3
2022-11-27,215.0,0.9
2022-11-28,257.0,0.7
2022-11-29,270.0,2.5
2022-11-30,254.0,1.1
2022-12-01,254.0,0.3
2022-12-02,272.0,-0.7
2022-12-03,188.0,-0.3
2022-12-04,154.0,3.4
2022-12-05,255.0,3.9
2022-12-06,272.0,2.6
2022-12-07,248.0,1.9
2022-12-08,299.0,1.4
2022-12-09,305.0,-0.9
2022-12-10,214.0,-0.2
2022-12-11,246.0,-3.2
2022-12-12,468.0,-4.8
2022-12-13,263.0,-9.0
2022-12-14,338.0,-6.8
2022-12-15,339.0,-6.3
2022-12-16,374.0,-4.1
2022-12-17,202.0,-4.2
2022-12-18,160.0,-7.2
2022-12-19,405.0,-4.5
2022-12-20,326.0,-1.8
2022-12-21,314.0,0.1
2022-12-22,243.0,5.2
2022-12-23,230.0,7.3
2022-12-24,119.0,7.9
2022-12-25,125.0,6.4
2022-12-26,121.0,8.1
2022-12-27,169.0,2.7
2022-12-28,157.0,3.6
2022-12-29,151.0,8.1
2022-12-30,157.0,6.7
2022-12-31,111.0,12.6
2023-01-01,,12.6
2023-01-02,,8.1
2023-01-03,,6.1
2023-01-04,,4.8
2023-01-05,,8.6
2023-01-06,,7.7
2023-01-07,,6.4
2023-01-08,,3.3
2023-01-09,,3.9
2023-01-10,,3.3
2023-01-11,,4.4
2023-01-12,,6.3
2023-01-13,,7.2
2023-01-14,,5.6
