ds,y,temp
2019-09-26,310.0,14.0
2019-09-27,386.0,15.6
2019-09-28,257.0,14.1
2019-09-29,255.0,14.9
2019-09-30,366.0,14.8
2019-10-01,355.0,13.8
2019-10-02,361.0,11.2
2019-10-03,314.0,7.4
2019-10-04,311.0,8.4
2019-10-05,297.0,8.3
2019-10-06,210.0,6.8
2019-10-07,362.0,5.3
2019-10-08,350.0,8.8
2019-10-09,362.0,11.6
2019-10-10,389.0,9.5
2019-10-11,374.0,10.4
2019-10-12,341.0,14.3
2019-10-13,264.0,16.4
2019-10-14,368.0,13.6
2019-10-15,326.0,12.3
2019-10-16,374.0,11.6
2019-10-17,350.0,11.1
2019-10-18,369.0,13.2
2019-10-19,247.0,12.3
2019-10-20,266.0,9.2
2019-10-21,354.0,10.1
2019-10-22,287.0,10.3
2019-10-23,330.0,12.5
2019-10-24,333.0,9.9
2019-10-25,374.0,10.6
2019-10-26,292.0,11.9
2019-10-27,256.0,11.8
2019-10-28,194.0,6.3
2019-10-29,297.0,3.7
2019-10-30,283.0,1.9
2019-10-31,360.0,-0.7
2019-11-01,326.0,2.7
2019-11-02,329.0,8.2
2019-11-03,211.0,8.1
2019-11-04,341.0,9.6
2019-11-05,307.0,7.2
2019-11-06,313.0,6.8
2019-11-07,348.0,7.3
2019-11-08,323.0,5.6
2019-11-09,259.0,5.5
2019-11-10,214.0,0.9
2019-11-11,319.0,0.3
2019-11-12,372.0,2.7
2019-11-13,393.0,1.9
2019-11-14,411.0,1.6
2019-11-15,376.0,6.0
2019-11-16,289.0,7.0
2019-11-17,234.0,8.6
2019-11-18,346.0,7.2
2019-11-19,326.0,3.9
2019-11-20,301.0,4.7
2019-11-21,359.0,7.3
2019-11-22,363.0,7.4
2019-11-23,253.0,7.2
2019-11-24,215.0,5.8
2019-11-25,334.0,4.4
2019-11-26,296.0,4.1
2019-11-27,320.0,3.8
2019-11-28,326.0,7.2
2019-11-29,369.0,5.9
2019-11-30,244.0,1.0
2019-12-01,194.0,-0.1
2019-12-02,329.0,1.1
2019-12-03,324.0,1.3
2019-12-04,319.0,0.5
2019-12-05,319.0,-2.2
2019-12-06,337.0,-0.1
2019-12-07,343.0,5.6
2019-12-08,223.0,7.3
2019-12-09,321.0,6.7
2019-12-10,323.0,2.1
2019-12-11,410.0,-1.5
2019-12-12,318.0,0.0
2019-12-13,333.0,-0.4
2019-12-14,311.0,4.2
2019-12-15,231.0,6.8
2019-12-16,359.0,5.4
2019-12-17,300.0,0.2
2019-12-18,363.0,2.5
2019-12-19,324.0,0.8
2019-12-20,394.0,2.6
2019-12-21,277.0,4.4
2019-12-22,231.0,2.0
2019-12-23,277.0,5.4
2019-12-24,134.0,3.8
2019-12-25,140.0,4.9
2019-12-26,163.0,2.9
2019-12-27,215.0,1.8
2019-12-28,188.0,-0.4
2019-12-29,145.0,-1.6
2019-12-30,193.0,0.5
2019-12-31,141.0,3.1
2020-01-01,512.0,-0.2
2020-01-02,206.0,-5.0
2020-01-03,226.0,1.4
2020-01-04,160.0,3.2
2020-01-05,150.0,0.3
2020-01-06,252.0,0.0
2020-01-07,256.0,0.2
2020-01-08,282.0,2.7
2020-01-09,256.0,5.6
2020-01-10,318.0,7.2
2020-01-11,217.0,2.4
2020-01-12,193.0,0.9
2020-01-13,324.0,2.3
2020-01-14,307.0,1.6
2020-01-15,278.0,0.1
2020-01-16,281.0,-0.8
2020-01-17,331.0,-0.9
2020-01-18,257.0,0.7
2020-01-19,180.0,0.9
2020-01-20,283.0,0.9
2020-01-21,281.0,-2.5
2020-01-22,287.0,-1.7
2020-01-23,280.0,0.5
2020-01-24,281.0,-2.1
2020-01-25,183.0,-1.6
2020-01-26,176.0,-0.6
2020-01-27,304.0,1.6
2020-01-28,260.0,4.3
2020-01-29,264.0,1.7
2020-01-30,256.0,3.2
2020-01-31,280.0,9.7
2020-02-01,224.0,10.9
2020-02-02,171.0,7.9
2020-02-03,316.0,8.5
2020-02-04,280.0,3.0
2020-02-05,277.0,0.9
2020-02-06,230.0,0.4
2020-02-07,264.0,2.9
2020-02-08,202.0,1.4
2020-02-09,193.0,3.8
2020-02-10,331.0,7.6
2020-02-11,306.0,2.9
2020-02-12,309.0,1.3
2020-02-13,292.0,2.4
2020-02-14,311.0,4.6
2020-02-15,215.0,3.9
2020-02-16,142.0,7.4
2020-02-17,256.0,8.7
2020-02-18,245.0,5.7
2020-02-19,275.0,3.7
2020-02-20,266.0,3.6
2020-02-21,283.0,4.2
2020-02-22,191.0,6.8
2020-02-23,185.0,9.4
2020-02-24,286.0,4.3
2020-02-25,263.0,7.7
2020-02-26,243.0,3.4
2020-02-27,253.0,2.2
2020-02-28,357.0,1.1
2020-02-29,241.0,3.3
2020-03-01,197.0,6.6
2020-03-02,285.0,6.2
2020-03-03,281.0,4.1
2020-03-04,284.0,2.8
2020-03-05,282.0,4.3
2020-03-06,301.0,5.7
2020-03-07,226.0,3.6
2020-03-08,160.0,4.6
2020-03-09,287.0,5.3
2020-03-10,249.0,4.7
2020-03-11,300.0,8.7
2020-03-12,274.0,11.1
2020-03-13,241.0,6.5
2020-03-14,174.0,3.2
2020-03-15,145.0,3.1
2020-03-16,175.0,5.1
2020-03-17,156.0,8.3
2020-03-18,172.0,8.2
2020-03-19,181.0,10.2
2020-03-20,195.0,8.8
2020-03-21,104.0,2.1
2020-03-22,76.0,-1.4
2020-03-23,167.0,-1.8
2020-03-24,158.0,-0.6
2020-03-25,165.0,0.3
2020-03-26,149.0,2.4
2020-03-27,214.0,8.2
2020-03-28,161.0,8.3
2020-03-29,98.0,3.6
2020-03-30,216.0,-0.2
2020-03-31,196.0,-0.3
2020-04-01,179.0,0.8
2020-04-02,198.0,4.3
2020-04-03,174.0,4.7
2020-04-04,127.0,7.4
2020-04-05,147.0,7.9
2020-04-06,234.0,11.2
2020-04-07,268.0,12.3
2020-04-08,271.0,12.8
2020-04-09,274.0,12.9
2020-04-10,174.0,11.2
2020-04-11,227.0,10.5
2020-04-12,165.0,13.1
2020-04-13,116.0,9.8
2020-04-14,218.0,3.4
2020-04-15,221.0,7.0
2020-04-16,252.0,12.6
2020-04-17,242.0,13.3
2020-04-18,182.0,13.2
2020-04-19,133.0,10.4
2020-04-20,279.0,8.3
2020-04-21,269.0,9.6
2020-04-22,282.0,9.9
2020-04-23,270.0,11.6
2020-04-24,318.0,13.9
2020-04-25,195.0,9.3
2020-04-26,184.0,9.1
2020-04-27,313.0,13.2
2020-04-28,305.0,15.6
2020-04-29,259.0,13.6
2020-04-30,280.0,13.4
2020-05-01,189.0,11.7
2020-05-02,187.0,9.4
2020-05-03,171.0,9.4
2020-05-04,285.0,11.0
2020-05-05,271.0,7.3
2020-05-06,299.0,7.7
2020-05-07,347.0,11.1
2020-05-08,197.0,14.5
2020-05-09,219.0,16.5
2020-05-10,217.0,16.3
2020-05-11,304.0,9.7
2020-05-12,244.0,5.3
2020-05-13,254.0,7.8
2020-05-14,280.0,9.7
2020-05-15,281.0,9.1
2020-05-16,208.0,10.5
2020-05-17,205.0,12.8
2020-05-18,309.0,14.6
2020-05-19,307.0,16.6
2020-05-20,290.0,13.6
2020-05-21,303.0,13.8
2020-05-22,327.0,14.1
2020-05-23,214.0,13.3
2020-05-24,185.0,11.3
2020-05-25,305.0,10.2
2020-05-26,291.0,12.1
2020-05-27,310.0,13.2
2020-05-28,262.0,11.3
2020-05-29,357.0,12.8
2020-05-30,212.0,12.2
2020-05-31,191.0,11.3
2020-06-01,356.0,15.9
2020-06-02,287.0,15.0
2020-06-03,293.0,16.9
2020-06-04,311.0,15.1
2020-06-05,332.0,13.6
2020-06-06,230.0,12.7
2020-06-07,205.0,13.4
2020-06-08,269.0,13.6
2020-06-09,267.0,15.4
2020-06-10,309.0,13.8
2020-06-11,319.0,15.6
2020-06-12,334.0,19.2
2020-06-13,264.0,20.6
2020-06-14,235.0,18.2
2020-06-15,283.0,18.2
2020-06-16,285.0,18.9
2020-06-17,327.0,19.0
2020-06-18,338.0,16.9
2020-06-19,359.0,15.7
2020-06-20,266.0,14.5
2020-06-21,212.0,16.5
2020-06-22,306.0,18.7
2020-06-23,334.0,18.1
2020-06-24,315.0,15.0
2020-06-25,316.0,17.1
2020-06-26,330.0,18.7
2020-06-27,251.0,20.9
2020-06-28,233.0,22.4
2020-06-29,363.0,17.3
2020-06-30,300.0,17.7
2020-07-01,332.0,21.0
2020-07-02,298.0,19.7
2020-07-03,302.0,18.3
2020-07-04,251.0,18.2
2020-07-05,232.0,21.4
2020-07-06,207.0,19.1
2020-07-07,281.0,14.2
2020-07-08,330.0,13.8
2020-07-09,277.0,17.3
2020-07-10,319.0,23.9
2020-07-11,244.0,14.5
2020-07-12,197.0,14.4
2020-07-13,328.0,16.1
2020-07-14,290.0,18.0
2020-07-15,276.0,17.5
2020-07-16,297.0,15.4
2020-07-17,340.0,15.1
2020-07-18,229.0,16.9
2020-07-19,224.0,20.3
2020-07-20,291.0,21.8
2020-07-21,280.0,19.3
2020-07-22,317.0,18.3
2020-07-23,303.0,18.7
2020-07-24,323.0,20.2
2020-07-25,256.0,21.4
2020-07-26,224.0,19.2
2020-07-27,289.0,21.3
2020-07-28,286.0,25.3
2020-07-29,360.0,21.4
2020-07-30,336.0,20.4
2020-07-31,338.0,22.1
2020-08-01,266.0,22.9
2020-08-02,263.0,19.4
2020-08-03,411.0,16.4
2020-08-04,317.0,14.3
2020-08-05,323.0,17.2
2020-08-06,331.0,19.9
2020-08-07,345.0,22.8
2020-08-08,246.0,24.6
2020-08-09,226.0,24.9
2020-08-10,349.0,22.7
2020-08-11,283.0,22.6
2020-08-12,313.0,22.8
2020-08-13,326.0,24.0
2020-08-14,356.0,21.1
2020-08-15,241.0,19.9
2020-08-16,244.0,21.3
2020-08-17,306.0,20.3
2020-08-18,299.0,19.6
2020-08-19,275.0,19.3
2020-08-20,310.0,21.3
2020-08-21,337.0,24.7
2020-08-22,238.0,21.7
2020-08-23,236.0,19.2
2020-08-24,292.0,17.6
2020-08-25,296.0,17.7
2020-08-26,310.0,20.9
2020-08-27,280.0,17.6
2020-08-28,338.0,17.5
2020-08-29,235.0,16.8
2020-08-30,234.0,16.1
2020-08-31,313.0,14.8
2020-09-01,305.0,12.8
2020-09-02,335.0,12.9
2020-09-03,306.0,15.7
2020-09-04,319.0,19.7
2020-09-05,248.0,19.3
2020-09-06,186.0,15.0
2020-09-07,308.0,14.8
2020-09-08,346.0,15.8
2020-09-09,332.0,18.6
2020-09-10,318.0,16.4
2020-09-11,322.0,16.2
2020-09-12,234.0,18.3
2020-09-13,226.0,19.9
2020-09-14,347.0,20.4
2020-09-15,328.0,21.6
2020-09-16,309.0,21.2
2020-09-17,304.0,16.3
2020-09-18,370.0,12.1
2020-09-19,257.0,12.3
2020-09-20,195.0,15.0
2020-09-21,326.0,15.6
2020-09-22,328.0,17.3
2020-09-23,288.0,17.2
2020-09-24,283.0,17.2
2020-09-25,463.0,12.6
2020-09-26,305.0,6.9
2020-09-27,196.0,8.6
2020-09-28,260.0,6.5
2020-09-29,349.0,10.4
2020-09-30,298.0,11.4
2020-10-01,316.0,12.2
2020-10-02,353.0,12.9
2020-10-03,239.0,15.9
2020-10-04,218.0,12.7
2020-10-05,331.0,10.6
2020-10-06,314.0,11.4
2020-10-07,313.0,11.1
2020-10-08,288.0,11.4
2020-10-09,310.0,14.1
2020-10-10,246.0,11.1
2020-10-11,170.0,5.6
2020-10-12,321.0,6.8
2020-10-13,257.0,6.1
2020-10-14,333.0,6.4
2020-10-15,279.0,8.7
2020-10-16,305.0,7.7
2020-10-17,196.0,6.7
2020-10-18,154.0,7.2
2020-10-19,270.0,7.6
2020-10-20,234.0,6.7
2020-10-21,273.0,7.9
2020-10-22,251.0,10.3
2020-10-23,267.0,12.6
2020-10-24,191.0,12.5
2020-10-25,175.0,9.5
2020-10-26,261.0,10.1
2020-10-27,221.0,7.2
2020-10-28,142.0,7.2
2020-10-29,264.0,8.3
2020-10-30,269.0,10.3
2020-10-31,189.0,11.4
2020-11-01,160.0,9.1
2020-11-02,278.0,14.9
2020-11-03,250.0,13.2
2020-11-04,228.0,8.6
2020-11-05,263.0,4.5
2020-11-06,294.0,3.3
2020-11-07,203.0,0.9
2020-11-08,151.0,1.8
2020-11-09,260.0,2.3
2020-11-10,248.0,3.4
2020-11-11,215.0,4.1
2020-11-12,235.0,4.7
2020-11-13,281.0,6.8
2020-11-14,213.0,8.6
2020-11-15,136.0,4.9
2020-11-16,268.0,6.8
2020-11-17,155.0,8.7
2020-11-18,295.0,7.7
2020-11-19,281.0,6.3
2020-11-20,312.0,2.8
2020-11-21,232.0,-0.3
2020-11-22,159.0,2.7
2020-11-23,272.0,4.3
2020-11-24,324.0,-0.7
2020-11-25,277.0,-0.6
2020-11-26,271.0,-1.4
2020-11-27,286.0,-0.7
2020-11-28,200.0,-0.4
2020-11-29,147.0,0.7
2020-11-30,273.0,-0.8
2020-12-01,278.0,-1.8
2020-12-02,233.0,-2.6
2020-12-03,437.0,-2.2
2020-12-04,327.0,-0.2
2020-12-05,227.0,3.8
2020-12-06,193.0,8.2
2020-12-07,293.0,5.7
2020-12-08,302.0,2.8
2020-12-09,278.0,3.8
2020-12-10,316.0,3.1
2020-12-11,300.0,2.2
2020-12-12,196.0,2.2
2020-12-13,167.0,3.2
2020-12-14,319.0,3.3
2020-12-15,281.0,2.5
2020-12-16,280.0,2.7
2020-12-17,300.0,1.8
2020-12-18,285.0,1.6
2020-12-19,161.0,0.8
2020-12-20,141.0,0.6
2020-12-21,291.0,1.7
2020-12-22,244.0,7.4
2020-12-23,263.0,10.1
2020-12-24,113.0,6.9
2020-12-25,118.0,1.5
2020-12-26,121.0,-0.7
2020-12-27,142.0,-2.0
2020-12-28,167.0,0.1
2020-12-29,182.0,1.7
2020-12-30,186.0,0.3
2020-12-31,146.0,0.3
2021-01-01,390.0,-1.7
2021-01-02,125.0,-2.2
2021-01-03,118.0,1.4
2021-01-04,183.0,1.7
2021-01-05,159.0,0.6
2021-01-06,263.0,-0.4
2021-01-07,232.0,-1.1
2021-01-08,249.0,-1.2
2021-01-09,162.0,-1.3
2021-01-10,124.0,-1.9
2021-01-11,235.0,-5.2
2021-01-12,399.0,-1.1
2021-01-13,284.0,-0.4
2021-01-14,377.0,-1.5
2021-01-15,295.0,-2.0
2021-01-16,185.0,-5.4
2021-01-17,156.0,-4.9
2021-01-18,235.0,-1.7
2021-01-19,254.0,1.2
2021-01-20,274.0,3.6
2021-01-21,270.0,1.8
2021-01-22,258.0,6.1
2021-01-23,142.0,1.6
2021-01-24,175.0,0.1
2021-01-25,237.0,-0.7
2021-01-26,317.0,-1.4
2021-01-27,276.0,-1.2
2021-01-28,262.0,0.6
2021-01-29,383.0,0.6
2021-01-30,157.0,0.5
2021-01-31,159.0,-4.2
2021-02-01,289.0,-3.4
2021-02-02,270.0,3.0
2021-02-03,238.0,7.6
2021-02-04,206.0,6.4
2021-02-05,265.0,1.9
2021-02-06,196.0,-0.2
2021-02-07,240.0,-4.9
2021-02-08,332.0,-7.8
2021-02-09,261.0,-8.8
2021-02-10,261.0,-10.5
2021-02-11,241.0,-7.9
2021-02-12,266.0,-10.4
2021-02-13,191.0,-8.7
2021-02-14,185.0,-9.8
2021-02-15,307.0,-9.7
2021-02-16,266.0,-2.2
2021-02-17,318.0,2.6
2021-02-18,255.0,5.2
2021-02-19,243.0,5.2
2021-02-20,202.0,2.4
2021-02-21,126.0,1.9
2021-02-22,253.0,2.7
2021-02-23,235.0,1.7
2021-02-24,246.0,1.9
2021-02-25,259.0,3.2
2021-02-26,272.0,5.2
2021-02-27,137.0,2.7
2021-02-28,188.0,3.8
2021-03-01,201.0,1.2
2021-03-02,207.0,0.3
2021-03-03,193.0,0.9
2021-03-04,178.0,4.8
2021-03-05,218.0,0.3
2021-03-06,123.0,0.0
2021-03-07,107.0,0.3
2021-03-08,230.0,-0.2
2021-03-09,166.0,-1.1
2021-03-10,207.0,0.3
2021-03-11,203.0,5.5
2021-03-12,233.0,5.6
2021-03-13,123.0,6.4
2021-03-14,128.0,4.0
2021-03-15,195.0,2.9
2021-03-16,194.0,2.4
2021-03-17,216.0,0.8
2021-03-18,238.0,1.1
2021-03-19,245.0,-0.3
2021-03-20,164.0,-3.2
2021-03-21,126.0,1.3
2021-03-22,279.0,2.8
2021-03-23,178.0,3.0
2021-03-24,191.0,5.8
2021-03-25,248.0,7.9
2021-03-26,252.0,10.8
2021-03-27,146.0,7.1
2021-03-28,125.0,5.2
2021-03-29,227.0,11.1
2021-03-30,278.0,13.6
2021-03-31,284.0,14.1
2021-04-01,288.0,14.3
2021-04-02,124.0,6.2
2021-04-03,112.0,3.7
2021-04-04,142.0,3.9
2021-04-05,121.0,3.4
2021-04-06,226.0,-0.6
2021-04-07,224.0,1.1
2021-04-08,236.0,2.3
2021-04-09,240.0,5.5
2021-04-10,162.0,8.8
2021-04-11,153.0,10.9
2021-04-12,316.0,3.5
2021-04-13,248.0,3.1
2021-04-14,289.0,2.9
2021-04-15,260.0,1.6
2021-04-16,226.0,1.9
2021-04-17,149.0,3.0
2021-04-18,140.0,6.5
2021-04-19,304.0,7.5
2021-04-20,286.0,9.5
2021-04-21,292.0,9.9
2021-04-22,274.0,6.2
2021-04-23,302.0,5.8
2021-04-24,209.0,6.8
2021-04-25,183.0,5.9
2021-04-26,286.0,4.2
2021-04-27,305.0,6.2
2021-04-28,331.0,10.1
2021-04-29,309.0,12.3
2021-04-30,312.0,10.4
2021-05-01,193.0,8.9
2021-05-02,172.0,7.0
2021-05-03,251.0,6.5
2021-05-04,299.0,10.1
2021-05-05,278.0,8.7
2021-05-06,271.0,6.6
2021-05-07,312.0,6.7
2021-05-08,175.0,7.8
2021-05-09,263.0,15.2
2021-05-10,378.0,18.6
2021-05-11,343.0,20.1
2021-05-12,311.0,13.8
2021-05-13,353.0,9.7
2021-05-14,378.0,10.4
2021-05-15,241.0,11.1
2021-05-16,201.0,11.2
2021-05-17,322.0,11.0
2021-05-18,305.0,11.4
2021-05-19,324.0,9.8
2021-05-20,345.0,10.1
2021-05-21,338.0,11.7
2021-05-22,253.0,12.1
2021-05-23,197.0,10.6
2021-05-24,301.0,12.0
2021-05-25,323.0,10.3
2021-05-26,313.0,9.6
2021-05-27,298.0,10.9
2021-05-28,334.0,10.8
2021-05-29,223.0,10.1
2021-05-30,204.0,9.7
2021-05-31,312.0,11.6
2021-06-01,333.0,13.8
2021-06-02,325.0,16.5
2021-06-03,341.0,17.4
2021-06-04,373.0,19.9
2021-06-05,240.0,20.4
2021-06-06,235.0,18.6
2021-06-07,357.0,19.3
2021-06-08,329.0,20.1
2021-06-09,348.0,17.1
2021-06-10,369.0,18.1
2021-06-11,354.0,19.3
2021-06-12,219.0,18.6
2021-06-13,220.0,13.2
2021-06-14,351.0,15.6
2021-06-15,329.0,19.4
2021-06-16,324.0,22.1
2021-06-17,368.0,23.3
2021-06-18,393.0,24.2
2021-06-19,275.0,25.1
2021-06-20,244.0,25.7
2021-06-21,346.0,25.3
2021-06-22,347.0,18.8
2021-06-23,321.0,17.4
2021-06-24,366.0,18.4
2021-06-25,362.0,17.0
2021-06-26,268.0,17.9
2021-06-27,219.0,19.1
2021-06-28,347.0,21.0
2021-06-29,354.0,20.8
2021-06-30,341.0,17.6
2021-07-01,300.0,16.1
2021-07-02,325.0,14.2
2021-07-03,264.0,16.9
2021-07-04,211.0,18.6
2021-07-05,207.0,19.0
2021-07-06,214.0,21.7
2021-07-07,308.0,18.6
2021-07-08,321.0,18.6
2021-07-09,276.0,18.2
2021-07-10,261.0,17.7
2021-07-11,233.0,18.2
2021-07-12,308.0,18.1
2021-07-13,319.0,21.2
2021-07-14,322.0,17.7
2021-07-15,309.0,18.4
2021-07-16,319.0,20.4
2021-07-17,222.0,20.0
2021-07-18,241.0,20.5
2021-07-19,310.0,18.1
2021-07-20,279.0,15.3
2021-07-21,274.0,16.8
2021-07-22,260.0,18.3
2021-07-23,337.0,20.4
2021-07-24,300.0,21.3
2021-07-25,227.0,22.2
2021-07-26,321.0,21.8
2021-07-27,277.0,21.6
2021-07-28,317.0,19.9
2021-07-29,298.0,20.3
2021-07-30,335.0,20.7
2021-07-31,258.0,21.2
2021-08-01,244.0,14.8
2021-08-02,308.0,15.9
2021-08-03,311.0,16.8
2021-08-04,298.0,16.8
2021-08-05,337.0,15.8
2021-08-06,298.0,16.1
2021-08-07,280.0,18.5
2021-08-08,254.0,17.2
2021-08-09,301.0,17.5
2021-08-10,305.0,19.5
2021-08-11,319.0,19.3
2021-08-12,331.0,18.9
2021-08-13,361.0,22.5
2021-08-14,281.0,23.1
2021-08-15,226.0,23.3
2021-08-16,288.0,21.3
2021-08-17,286.0,14.1
2021-08-18,284.0,15.2
2021-08-19,254.0,17.3
2021-08-20,293.0,17.7
2021-08-21,263.0,18.3
2021-08-22,215.0,17.8
2021-08-23,302.0,15.4
2021-08-24,283.0,14.0
2021-08-25,338.0,14.6
2021-08-26,327.0,14.4
2021-08-27,344.0,12.9
2021-08-28,251.0,12.8
2021-08-29,167.0,13.5
2021-08-30,314.0,13.5
2021-08-31,286.0,13.8
2021-09-01,373.0,14.7
2021-09-02,345.0,15.8
2021-09-03,349.0,16.6
2021-09-04,265.0,17.1
2021-09-05,245.0,15.3
2021-09-06,372.0,17.0
2021-09-07,283.0,17.1
2021-09-08,357.0,16.8
2021-09-09,347.0,17.8
2021-09-10,346.0,18.7
2021-09-11,283.0,17.6
2021-09-12,221.0,18.5
2021-09-13,359.0,17.1
2021-09-14,314.0,17.3
2021-09-15,339.0,18.4
2021-09-16,348.0,17.7
2021-09-17,329.0,13.4
2021-09-18,250.0,13.3
2021-09-19,195.0,11.0
2021-09-20,264.0,10.6
2021-09-21,303.0,10.8
2021-09-22,317.0,11.9
2021-09-23,319.0,14.7
2021-09-24,316.0,15.3
2021-09-25,271.0,16.6
2021-09-26,261.0,16.2
2021-09-27,331.0,16.8
2021-09-28,190.0,15.6
2021-09-29,328.0,14.2
2021-09-30,294.0,10.7
2021-10-01,371.0,10.9
2021-10-02,275.0,13.2
2021-10-03,242.0,12.4
2021-10-04,305.0,12.8
2021-10-05,338.0,14.1
2021-10-06,344.0,12.2
2021-10-07,326.0,11.0
2021-10-08,376.0,11.4
2021-10-09,277.0,6.5
2021-10-10,200.0,5.2
2021-10-11,332.0,6.9
2021-10-12,305.0,8.0
2021-10-13,323.0,5.2
2021-10-14,329.0,6.9
2021-10-15,376.0,10.4
2021-10-16,253.0,6.9
2021-10-17,236.0,5.6
2021-10-18,361.0,9.4
2021-10-19,325.0,10.8
2021-10-20,365.0,16.1
2021-10-21,416.0,13.0
2021-10-22,377.0,7.8
2021-10-23,238.0,6.3
2021-10-24,199.0,4.3
2021-10-25,397.0,4.1
2021-10-26,352.0,6.6
2021-10-27,360.0,8.2
2021-10-28,227.0,4.9
2021-10-29,365.0,3.4
2021-10-30,259.0,4.7
2021-10-31,244.0,7.3
2021-11-01,350.0,6.3
2021-11-02,307.0,7.3
2021-11-03,339.0,6.1
2021-11-04,359.0,7.2
2021-11-05,349.0,6.1
2021-11-06,241.0,5.5
2021-11-07,191.0,4.2
2021-11-08,307.0,5.9
2021-11-09,279.0,5.3
2021-11-10,326.0,2.5
2021-11-11,305.0,2.5
2021-11-12,323.0,3.3
2021-11-13,224.0,3.5
2021-11-14,205.0,4.7
2021-11-15,307.0,3.8
2021-11-16,295.0,4.1
2021-11-17,199.0,4.3
2021-11-18,289.0,5.7
2021-11-19,328.0,7.2
2021-11-20,227.0,7.8
2021-11-21,181.0,3.7
2021-11-22,339.0,3.8
2021-11-23,293.0,1.6
2021-11-24,287.0,3.4
2021-11-25,294.0,1.4
2021-11-26,407.0,0.6
2021-11-27,215.0,0.7
2021-11-28,251.0,-0.4
2021-11-29,342.0,-0.7
2021-11-30,356.0,1.0
2021-12-01,318.0,5.2
2021-12-02,303.0,3.2
2021-12-03,342.0,-1.3
2021-12-04,330.0,-0.6
2021-12-05,212.0,1.6
2021-12-06,298.0,-0.3
2021-12-07,277.0,-0.2
2021-12-08,314.0,-1.9
2021-12-09,466.0,-0.8
2021-12-10,379.0,-0.9
2021-12-11,215.0,-0.8
2021-12-12,214.0,-0.3
2021-12-13,310.0,3.7
2021-12-14,292.0,5.0
2021-12-15,331.0,5.1
2021-12-16,299.0,5.7
2021-12-17,365.0,2.9
2021-12-18,261.0,2.5
2021-12-19,162.0,3.9
2021-12-20,329.0,0.7
2021-12-21,299.0,-1.6
2021-12-22,347.0,-2.8
2021-12-23,302.0,-3.1
2021-12-24,188.0,5.3
2021-12-25,191.0,-2.2
2021-12-26,187.0,-8.4
2021-12-27,214.0,-2.4
2021-12-28,199.0,-0.4
2021-12-29,181.0,3.6
2021-12-30,198.0,9.1
2021-12-31,141.0,11.2
2022-01-01,543.0,9.7
2022-01-02,123.0,6.7
2022-01-03,234.0,7.8
2022-01-04,246.0,7.7
2022-01-05,219.0,2.8
2022-01-06,267.0,-0.3
2022-01-07,237.0,-1.8
2022-01-08,187.0,-0.1
2022-01-09,208.0,0.0
2022-01-10,274.0,1.5
2022-01-11,261.0,-2.2
2022-01-12,247.0,-2.2
2022-01-13,296.0,0.1
2022-01-14,362.0,2.1
2022-01-15,226.0,1.5
2022-01-16,198.0,-1.3
2022-01-17,296.0,2.2
2022-01-18,275.0,0.2
2022-01-19,260.0,0.8
2022-01-20,336.0,0.5
2022-01-21,323.0,-2.8
2022-01-22,207.0,1.2
2022-01-23,179.0,2.2
2022-01-24,232.0,2.5
2022-01-25,222.0,1.8
2022-01-26,218.0,0.5
2022-01-27,242.0,0.4
2022-01-28,261.0,2.4
2022-01-29,213.0,2.8
2022-01-30,156.0,4.0
2022-01-31,238.0,1.4
2022-02-01,286.0,0.6
2022-02-02,247.0,3.1
2022-02-03,251.0,2.9
2022-02-04,255.0,4.9
2022-02-05,166.0,2.6
2022-02-06,113.0,4.1
2022-02-07,284.0,2.6
2022-02-08,209.0,3.8
2022-02-09,233.0,6.2
2022-02-10,257.0,6.7
2022-02-11,285.0,3.8
2022-02-12,207.0,0.7
2022-02-13,171.0,1.8
2022-02-14,274.0,2.3
2022-02-15,277.0,3.9
2022-02-16,262.0,5.8
2022-02-17,344.0,7.7
2022-02-18,310.0,6.1
2022-02-19,194.0,5.3
2022-02-20,154.0,5.6
2022-02-21,253.0,6.1
2022-02-22,220.0,4.2
2022-02-23,274.0,5.6
2022-02-24,263.0,4.8
2022-02-25,261.0,3.1
2022-02-26,167.0,2.2
2022-02-27,143.0,1.3
2022-02-28,247.0,-1.5
2022-03-01,290.0,-1.1
2022-03-02,260.0,-0.4
2022-03-03,247.0,-0.3
2022-03-04,384.0,-1.5
2022-03-05,183.0,-0.2
2022-03-06,121.0,-1.9
2022-03-07,214.0,-0.6
2022-03-08,226.0,1.4
2022-03-09,253.0,2.8
2022-03-10,294.0,1.8
2022-03-11,243.0,-0.4
2022-03-12,191.0,0.9
2022-03-13,176.0,2.7
2022-03-14,245.0,4.1
2022-03-15,215.0,5.4
2022-03-16,253.0,6.9
2022-03-17,214.0,6.6
2022-03-18,273.0,6.4
2022-03-19,203.0,4.0
2022-03-20,184.0,4.3
2022-03-21,294.0,4.5
2022-03-22,317.0,7.6
2022-03-23,307.0,9.1
2022-03-24,300.0,10.0
2022-03-25,305.0,8.1
2022-03-26,236.0,10.1
2022-03-27,192.0,10.6
2022-03-28,322.0,10.9
2022-03-29,269.0,9.3
2022-03-30,290.0,5.7
2022-03-31,249.0,3.1
2022-04-01,278.0,0.7
2022-04-02,189.0,0.8
2022-04-03,143.0,-0.3
2022-04-04,273.0,2.3
2022-04-05,270.0,5.4
2022-04-06,278.0,10.3
2022-04-07,272.0,11.0
